date,precipitation,temp_max,temp_min,wind,weather
2021-05-16,0.0,28.3,23.5,6.5,sun
2021-05-17,0.2,28.0,23.3,6.2,drizzle
2021-05-18,6.4,27.2,23.5,5.6,drizzle
2021-05-19,4.7,27.7,23.1,4.6,rain
2021-05-20,0.5,28.5,23.5,4.3,drizzle
2021-05-21,3.4,28.2,23.9,5.8,drizzle
2021-05-22,0.2,28.4,24.9,6.1,drizzle
2021-05-23,0.6,28.8,23.4,6.4,drizzle
2021-05-24,3.0,28.5,24.6,5.9,drizzle
2021-05-25,0.7,28.4,23.7,5.6,drizzle
2021-05-26,2.1,28.3,24.4,7.7,drizzle
2021-05-27,5.4,27.8,24.0,7.5,drizzle
2021-05-28,4.9,27.4,23.6,8.1,drizzle
2021-05-29,2.7,27.7,24.0,6.5,drizzle
2021-05-30,3.2,26.6,22.9,5.7,drizzle
2021-05-31,4.3,27.3,23.9,4.8,drizzle
2021-06-01,0.3,28.3,24.3,5.1,drizzle
2021-06-02,0.0,28.4,23.2,5.9,sun
2021-06-03,0.1,28.5,23.3,5.8,drizzle
2021-06-04,2.5,28.2,23.5,6.8,drizzle
2021-06-05,1.2,27.7,23.1,5.9,drizzle
2021-06-06,6.6,26.8,23.5,6.4,drizzle
2021-06-07,2.4,27.3,23.1,5.8,drizzle
2021-06-08,3.7,26.7,23.3,5.8,drizzle
2021-06-09,22.0,26.7,23.1,6.3,rain
2021-06-10,1.2,27.7,22.8,5.7,drizzle
2021-06-11,0.0,27.6,22.6,6.5,sun
2021-06-12,0.0,27.7,22.2,6.0,sun
2021-06-13,0.0,27.8,22.1,4.9,sun
2021-06-14,4.0,27.9,22.5,6.8,drizzle
2021-06-15,1.8,27.8,23.0,5.5,drizzle
2021-06-16,0.1,27.5,23.1,5.9,drizzle
2021-06-17,2.9,27.2,23.2,6.4,drizzle
2021-06-18,12.6,27.5,23.1,5.8,rain
2021-06-19,2.7,26.6,22.5,6.3,drizzle
2021-06-20,0.7,26.7,22.4,3.8,drizzle
2021-06-21,2.0,27.6,23.2,5.4,drizzle
2021-06-22,2.2,28.0,24.0,5.0,drizzle
2021-06-23,0.4,27.8,22.5,5.7,drizzle
2021-06-24,5.1,25.9,22.5,5.8,drizzle
2021-06-25,1.9,27.3,22.3,7.6,drizzle
2021-06-26,0.0,27.7,22.0,7.9,sun
2021-06-27,2.0,25.6,21.8,7.9,drizzle
2021-06-28,1.1,26.4,21.6,7.2,drizzle
2021-06-29,1.6,26.7,21.1,6.4,drizzle
2021-06-30,18.5,25.5,23.0,4.2,rain
2021-07-01,4.9,27.5,23.6,5.9,rain
2021-07-02,1.5,27.4,23.2,6.6,drizzle
2021-07-03,3.4,26.5,22.7,6.0,drizzle
2021-07-04,1.5,27.4,23.4,5.4,drizzle
2021-07-05,4.8,26.6,22.6,6.9,drizzle
2021-07-06,0.6,26.6,22.7,6.5,drizzle
2021-07-07,0.0,27.5,22.2,7.1,sun
2021-07-08,3.8,26.1,22.8,6.5,drizzle
2021-07-09,1.4,27.6,23.8,6.0,drizzle
2021-07-10,2.7,26.2,22.5,5.9,drizzle
2021-07-11,3.4,27.3,23.1,6.4,drizzle
2021-07-12,3.2,26.9,23.2,7.8,drizzle
2021-07-13,1.1,26.9,24.1,6.2,drizzle
2021-07-14,2.3,27.3,23.7,7.1,drizzle
2021-07-15,2.2,27.2,23.4,6.4,drizzle
2021-07-16,3.5,26.3,22.8,4.9,drizzle
2021-07-17,13.4,25.6,22.7,5.6,rain
2021-07-18,1.7,27.1,23.4,6.0,drizzle
2021-07-19,2.0,26.0,22.4,5.1,drizzle
2021-07-20,0.6,27.0,24.2,5.6,drizzle
2021-07-21,7.8,26.9,23.1,7.3,rain
2021-07-22,3.4,25.6,23.6,7.7,drizzle
2021-07-23,3.7,25.6,22.9,7.9,drizzle
2021-07-24,0.4,27.0,23.1,7.8,drizzle
2021-07-25,4.5,25.7,22.6,6.7,drizzle
2021-07-26,3.2,27.3,22.9,6.5,drizzle
2021-07-27,0.7,27.4,22.1,5.5,drizzle
2021-07-28,1.1,27.1,23.3,5.4,drizzle
2021-07-29,0.4,27.4,22.9,5.3,drizzle
2021-07-30,1.1,27.5,23.2,6.8,drizzle
2021-07-31,3.8,26.5,22.2,8.4,drizzle
2021-08-01,3.6,25.7,22.5,9.3,drizzle
2021-08-02,5.0,25.9,21.8,8.0,drizzle
2021-08-03,5.1,25.4,22.0,6.8,drizzle
2021-08-04,5.5,25.5,21.9,6.4,rain
2021-08-05,5.6,25.4,21.6,7.6,drizzle
2021-08-06,0.6,27.2,23.0,8.7,drizzle
2021-08-07,5.3,26.4,22.5,9.1,drizzle
2021-08-08,3.4,26.9,22.6,8.0,drizzle
2021-08-09,6.5,26.1,22.7,5.8,drizzle
2021-08-10,15.0,25.7,23.0,6.8,rain
2021-08-11,9.0,25.9,22.7,6.2,drizzle
2021-08-12,3.0,26.2,23.4,6.2,drizzle
2021-08-13,1.2,26.3,21.9,7.6,drizzle
2021-08-14,0.1,27.0,21.0,7.4,drizzle
2021-08-15,3.1,26.0,22.5,7.4,drizzle
2021-08-16,0.4,26.1,21.5,7.9,drizzle
2021-08-17,2.2,25.6,21.9,8.0,drizzle
2021-08-18,0.6,26.7,23.1,8.1,drizzle
2021-08-19,3.9,26.2,22.3,7.3,drizzle
2021-08-20,4.5,25.9,22.2,8.4,drizzle
2021-08-21,1.4,26.2,21.5,6.0,drizzle
2021-08-22,6.6,27.2,23.1,7.8,drizzle
2021-08-23,17.2,26.6,23.3,8.0,rain
2021-08-24,4.9,26.2,23.3,6.8,drizzle
2021-08-25,2.8,26.0,23.5,7.2,drizzle
2021-08-26,1.9,27.0,23.4,7.0,drizzle
2021-08-27,0.9,26.8,24.2,6.8,drizzle
2021-08-28,2.2,27.5,23.8,7.0,drizzle
2021-08-29,3.9,26.3,23.1,6.8,drizzle
2021-08-30,1.3,26.9,24.2,6.6,drizzle
2021-08-31,3.3,26.4,23.7,6.9,drizzle
2021-09-01,2.2,26.9,22.9,7.6,drizzle
2021-09-02,0.6,26.6,21.6,6.9,drizzle
2021-09-03,4.7,26.4,22.6,5.2,drizzle
2021-09-04,1.7,27.5,23.6,5.9,drizzle
2021-09-05,2.7,26.8,23.3,6.1,drizzle
2021-09-06,1.3,27.2,23.9,6.1,drizzle
2021-09-07,2.3,27.5,23.3,5.8,drizzle
2021-09-08,2.0,27.7,23.4,6.9,drizzle
2021-09-09,1.0,27.0,22.9,6.4,drizzle
2021-09-10,0.0,27.5,22.3,6.7,sun
2021-09-11,0.6,27.7,24.2,7.1,drizzle
2021-09-12,4.3,27.6,23.5,7.4,drizzle
2021-09-13,1.7,27.8,23.8,6.7,drizzle
2021-09-14,3.0,27.7,23.5,7.1,drizzle
2021-09-15,4.8,27.4,24.2,7.1,drizzle
2021-09-16,3.8,27.6,23.8,7.6,drizzle
2021-09-17,2.6,26.9,23.6,7.5,drizzle
2021-09-18,1.0,27.2,24.3,7.7,drizzle
2021-09-19,0.0,27.6,23.8,5.8,sun
2021-09-20,0.8,27.5,24.3,6.0,drizzle
2021-09-21,0.0,28.2,23.3,5.1,sun
2021-09-22,0.9,28.2,23.5,4.5,drizzle
2021-09-23,1.0,28.2,24.6,5.5,drizzle
2021-09-24,4.1,27.2,23.4,7.1,drizzle
2021-09-25,4.7,27.4,23.1,7.2,drizzle
2021-09-26,4.5,26.9,23.7,7.6,drizzle
2021-09-27,7.4,27.5,23.7,8.6,drizzle
2021-09-28,6.8,27.5,23.4,8.6,drizzle
2021-09-29,6.9,27.4,23.9,6.9,rain
2021-09-30,3.0,27.7,23.7,5.4,drizzle
2021-10-01,2.0,27.9,24.3,5.5,drizzle
2021-10-02,2.3,28.0,23.6,5.6,drizzle
2021-10-03,1.5,28.2,24.3,6.5,drizzle
2021-10-04,3.6,27.6,24.5,6.7,drizzle
2021-10-05,1.1,27.1,23.9,5.4,drizzle
2021-10-06,1.3,28.0,24.5,6.8,drizzle
2021-10-07,3.1,27.9,24.1,6.2,drizzle
2021-10-08,2.0,27.9,24.2,5.6,drizzle
2021-10-09,0.9,27.8,24.4,6.3,drizzle
2021-10-10,1.4,27.4,23.8,5.4,drizzle
2021-10-11,0.4,28.0,23.9,4.6,drizzle
2021-10-12,5.4,28.2,25.0,6.1,rain
2021-10-13,0.0,29.3,25.3,5.9,sun
2021-10-14,4.1,28.4,24.7,6.6,drizzle
2021-10-15,2.3,28.8,24.7,7.7,drizzle
2021-10-16,2.7,29.4,24.1,7.1,drizzle
2021-10-17,1.6,28.6,24.6,7.4,drizzle
2021-10-18,0.9,29.0,24.3,5.7,drizzle
2021-10-19,1.4,28.6,23.9,5.3,drizzle
2021-10-20,0.2,28.7,25.2,5.0,drizzle
2021-10-21,0.8,28.7,25.2,5.3,drizzle
2021-10-22,1.7,28.8,25.5,4.8,drizzle
2021-10-23,2.1,29.3,24.6,5.4,drizzle
2021-10-24,3.0,28.8,25.7,6.3,drizzle
2021-10-25,2.7,29.2,24.4,6.6,drizzle
2021-10-26,2.3,28.3,24.2,7.0,drizzle
2021-10-27,2.7,28.6,23.7,7.4,drizzle
2021-10-28,4.0,28.9,23.2,6.4,drizzle
2021-10-29,2.5,27.5,23.3,7.9,drizzle
2021-10-30,0.0,28.9,24.5,6.5,sun
2021-10-31,0.7,29.2,25.4,6.0,drizzle
2021-11-01,1.9,28.4,25.5,6.0,drizzle
2021-11-02,0.8,29.0,25.0,5.5,drizzle
2021-11-03,0.4,30.2,25.5,4.8,drizzle
2021-11-04,1.0,29.4,25.7,5.1,drizzle
2021-11-05,0.0,29.9,25.9,4.3,sun
2021-11-06,0.5,29.6,25.6,5.1,drizzle
2021-11-07,1.9,29.6,25.3,5.4,drizzle
2021-11-08,1.6,29.5,25.4,6.0,drizzle
2021-11-09,0.6,29.6,25.5,6.2,drizzle
2021-11-10,2.1,29.2,24.1,6.2,drizzle
2021-11-11,4.2,28.7,23.9,5.9,drizzle
2021-11-12,2.6,29.4,24.7,5.6,drizzle
2021-11-13,0.7,29.6,25.0,6.0,drizzle
2021-11-14,2.3,29.5,24.9,5.9,drizzle
2021-11-15,2.0,29.4,24.5,6.1,drizzle
2021-11-16,1.9,29.5,25.3,7.3,drizzle
2021-11-17,1.9,29.1,25.6,8.3,drizzle
2021-11-18,2.3,29.5,24.9,6.7,drizzle
2021-11-19,1.2,29.0,25.3,7.2,drizzle
2021-11-20,1.9,29.1,25.6,5.4,drizzle
2021-11-21,0.1,29.5,25.4,5.0,drizzle
2021-11-22,0.5,29.7,25.8,6.5,drizzle
2021-11-23,0.9,29.5,25.6,5.7,drizzle
2021-11-24,0.8,29.8,25.3,5.2,drizzle
2021-11-25,1.3,29.9,25.7,5.1,drizzle
2021-11-26,4.0,29.6,25.4,6.0,drizzle
2021-11-27,1.9,30.0,25.9,5.2,drizzle
2021-11-28,1.6,29.4,26.2,5.2,drizzle
2021-11-29,1.5,29.4,26.2,6.0,drizzle
2021-11-30,0.3,30.2,25.9,5.4,drizzle
2021-12-01,2.0,30.1,25.5,5.3,drizzle
2021-12-02,0.1,30.6,26.4,4.7,drizzle
2021-12-03,0.9,30.0,26.6,6.3,drizzle
2021-12-04,7.4,29.8,23.9,6.1,rain
2021-12-05,5.6,29.8,23.3,6.5,rain
2021-12-06,1.5,29.9,25.3,7.1,drizzle
2021-12-07,1.9,30.0,25.4,5.8,drizzle
2021-12-08,5.0,29.6,24.6,6.4,rain
2021-12-09,1.9,29.8,25.8,6.0,drizzle
2021-12-10,4.3,29.0,24.4,5.8,drizzle
2021-12-11,1.9,29.5,25.5,5.8,drizzle
2021-12-12,1.2,29.4,25.7,5.8,drizzle
2021-12-13,2.9,29.3,24.4,5.7,drizzle
2021-12-14,1.3,29.4,25.6,5.9,drizzle
2021-12-15,1.8,29.8,24.3,6.1,drizzle
2021-12-16,3.4,29.6,24.1,6.1,drizzle
2021-12-17,2.5,29.6,24.7,6.4,drizzle
2021-12-18,2.6,29.6,24.4,6.1,drizzle
2021-12-19,1.3,29.3,25.4,5.9,drizzle
2021-12-20,2.0,29.8,25.5,6.1,drizzle
2021-12-21,1.7,29.4,24.0,5.8,drizzle
2021-12-22,1.3,29.8,25.9,5.4,drizzle
2021-12-23,3.7,28.7,25.3,4.9,drizzle
2021-12-24,0.6,29.7,25.7,5.2,drizzle
2021-12-25,1.5,29.4,26.1,5.5,drizzle
2021-12-26,11.6,27.6,24.4,4.4,rain
2021-12-27,4.1,28.3,24.5,4.6,drizzle
2021-12-28,2.3,28.7,24.7,5.3,drizzle
2021-12-29,1.4,29.5,25.0,5.6,drizzle
2021-12-30,0.3,29.6,25.1,5.4,drizzle
2021-12-31,1.6,29.7,25.9,5.6,drizzle
2022-01-01,1.1,29.8,26.0,6.5,drizzle
2022-01-02,1.2,29.9,25.5,6.0,drizzle
2022-01-03,1.2,28.8,24.8,5.4,drizzle
2022-01-04,1.3,30.2,26.0,5.9,drizzle
2022-01-05,10.0,28.5,23.0,5.6,rain
2022-01-06,1.9,28.9,25.4,5.4,drizzle
2022-01-07,0.8,29.8,25.4,5.9,drizzle
2022-01-08,0.8,29.6,26.1,5.4,drizzle
2022-01-09,0.1,30.0,25.6,5.8,drizzle
2022-01-10,4.6,29.8,24.0,6.1,drizzle
2022-01-11,4.7,29.7,24.5,5.1,drizzle
2022-01-12,6.2,28.4,23.8,4.2,rain
2022-01-13,4.3,29.7,23.7,4.7,rain
2022-01-14,8.0,27.6,23.3,5.1,drizzle
2022-01-15,15.6,26.2,23.5,3.2,rain
2022-01-16,0.5,29.1,23.0,4.8,drizzle
2022-01-17,0.3,29.5,24.4,6.5,drizzle
2022-01-18,2.3,29.2,25.2,5.8,drizzle
2022-01-19,0.1,29.7,24.4,5.4,drizzle
2022-01-20,0.8,29.7,24.8,4.7,drizzle
2022-01-21,4.3,28.7,23.6,4.5,drizzle
2022-01-22,1.6,29.5,24.6,4.1,drizzle
2022-01-23,0.5,29.8,25.3,4.4,drizzle
2022-01-24,2.4,30.0,25.5,4.8,drizzle
2022-01-25,1.3,30.6,26.3,4.8,drizzle
2022-01-26,5.8,30.6,25.0,5.9,drizzle
2022-01-27,13.5,27.8,23.9,4.3,rain
2022-01-28,22.9,28.0,22.7,4.8,rain
2022-01-29,31.9,26.8,22.5,2.8,rain
2022-01-30,1.9,29.3,25.1,6.1,drizzle
2022-01-31,1.9,29.2,25.9,6.3,drizzle
2022-02-01,0.8,29.4,25.4,5.6,drizzle
2022-02-02,0.8,28.8,25.6,5.8,drizzle
2022-02-03,1.7,28.9,25.6,5.7,drizzle
2022-02-04,0.4,29.2,26.2,6.4,drizzle
2022-02-05,0.3,29.1,25.9,4.3,drizzle
2022-02-06,0.0,29.4,25.7,4.2,sun
2022-02-07,0.0,30.5,24.2,4.8,sun
2022-02-08,0.0,30.0,25.7,5.1,sun
2022-02-09,0.5,29.4,26.0,5.0,drizzle
2022-02-10,0.0,30.1,25.6,4.2,sun
2022-02-11,1.3,30.1,25.5,5.4,drizzle
2022-02-12,1.7,30.0,23.8,5.0,drizzle
2022-02-13,1.3,29.9,25.6,5.6,drizzle
2022-02-14,2.1,29.9,25.8,5.5,drizzle
2022-02-15,0.2,29.9,26.3,4.7,drizzle
2022-02-16,0.8,29.9,24.8,4.2,drizzle
2022-02-17,1.4,29.3,24.7,4.9,drizzle
2022-02-18,3.2,28.9,23.7,4.6,drizzle
2022-02-19,2.3,29.3,24.0,5.1,drizzle
2022-02-20,3.4,29.9,24.1,5.9,drizzle
2022-02-21,1.8,29.8,26.0,5.7,drizzle
2022-02-22,0.7,29.8,26.1,5.1,drizzle
2022-02-23,2.1,29.3,24.0,5.4,drizzle
2022-02-24,1.9,29.7,25.9,5.5,drizzle
2022-02-25,2.2,29.9,25.9,6.4,drizzle
2022-02-26,0.3,29.8,25.9,5.6,drizzle
2022-02-27,0.7,30.0,26.7,5.8,drizzle
2022-02-28,5.0,28.9,24.8,6.4,drizzle
2022-03-01,1.5,30.5,25.1,7.3,drizzle
2022-03-02,3.6,29.6,24.2,4.2,drizzle
2022-03-03,1.0,30.2,24.7,4.8,drizzle
2022-03-04,12.3,28.9,24.3,4.9,rain
2022-03-05,12.4,27.3,23.6,4.6,rain
2022-03-06,9.0,28.4,23.7,7.6,rain
2022-03-07,0.0,30.1,26.3,6.1,sun
2022-03-08,0.5,29.4,24.3,5.8,drizzle
2022-03-09,1.5,29.6,25.7,6.2,drizzle
2022-03-10,4.5,29.8,24.5,7.3,drizzle
2022-03-11,1.3,29.4,25.3,5.5,drizzle
2022-03-12,7.2,28.6,23.3,5.1,rain
2022-03-13,2.2,28.6,23.7,4.8,drizzle
2022-03-14,4.5,29.0,24.7,4.6,drizzle
2022-03-15,2.9,29.0,24.2,4.8,drizzle
2022-03-16,8.0,27.9,24.1,4.0,rain
2022-03-17,3.8,28.9,23.3,5.7,drizzle
2022-03-18,3.6,29.4,24.1,6.2,drizzle
2022-03-19,1.4,29.3,24.0,5.3,drizzle
2022-03-20,3.2,30.2,25.0,4.5,rain
2022-03-21,16.4,29.0,24.1,6.8,rain
2022-03-22,17.8,27.3,24.3,5.2,rain
2022-03-23,10.5,29.7,23.9,6.4,rain
2022-03-24,4.8,27.9,23.3,5.2,drizzle
2022-03-25,6.9,29.5,24.0,5.8,rain
2022-03-26,11.8,28.3,24.0,3.9,rain
2022-03-27,17.8,27.4,24.6,5.3,rain
2022-03-28,4.8,28.9,24.0,5.8,drizzle
2022-03-29,1.4,29.5,24.8,6.4,drizzle
2022-03-30,0.9,29.2,24.5,6.0,drizzle
2022-03-31,0.3,29.6,24.8,5.5,drizzle
2022-04-01,0.3,29.9,24.5,5.7,drizzle
2022-04-02,6.7,29.2,23.7,5.6,rain
2022-04-03,13.0,27.5,24.2,5.6,rain
2022-04-04,1.7,29.0,24.7,6.6,drizzle
2022-04-05,2.6,28.2,24.4,5.5,drizzle
2022-04-06,5.6,27.9,23.9,4.5,rain
2022-04-07,0.9,28.5,24.3,4.7,drizzle
2022-04-08,3.9,28.6,24.3,5.8,drizzle
2022-04-09,1.7,29.2,24.5,6.6,drizzle
2022-04-10,1.3,29.2,25.2,5.8,drizzle
2022-04-11,0.5,29.0,25.0,4.9,drizzle
2022-04-12,0.2,29.3,23.7,4.9,drizzle
2022-04-13,0.5,29.4,23.0,3.6,drizzle
2022-04-14,0.2,29.1,23.2,4.2,drizzle
2022-04-15,0.2,29.5,25.4,3.7,drizzle
2022-04-16,2.3,29.7,25.0,4.1,drizzle
2022-04-17,4.2,28.3,24.2,3.6,drizzle
2022-04-18,0.2,29.4,24.8,4.9,drizzle
2022-04-19,0.7,29.6,24.4,5.4,drizzle
2022-04-20,4.2,28.8,23.9,5.7,drizzle
2022-04-21,1.5,29.6,23.6,5.3,drizzle
2022-04-22,7.4,28.9,24.7,5.3,rain
2022-04-23,8.3,27.6,24.0,5.6,rain
2022-04-24,4.5,27.8,23.7,6.2,drizzle
2022-04-25,6.1,28.4,23.3,6.8,rain
2022-04-26,1.7,28.4,23.9,7.1,drizzle
2022-04-27,3.7,28.9,25.0,5.9,rain
2022-04-28,4.0,28.5,24.6,6.4,drizzle
2022-04-29,1.7,28.6,23.5,6.7,drizzle
2022-04-30,0.9,28.7,24.3,6.8,drizzle
2022-05-01,2.7,28.8,25.4,6.8,drizzle
2022-05-02,7.9,28.1,24.5,6.2,drizzle
2022-05-03,7.6,28.2,23.7,6.3,rain
2022-05-04,1.9,29.1,25.0,7.3,drizzle
2022-05-05,6.7,28.1,25.2,6.4,rain
2022-05-06,25.9,27.0,24.2,5.4,rain
2022-05-07,5.4,28.7,23.8,5.6,rain
2022-05-08,0.8,28.3,23.1,7.2,drizzle
2022-05-09,1.6,27.9,23.5,7.3,drizzle
2022-05-10,1.9,27.7,24.2,4.5,drizzle
2022-05-11,3.2,27.3,23.9,5.5,drizzle
2022-05-12,0.9,29.5,23.7,6.0,drizzle
2022-05-13,5.0,28.4,25.2,5.1,drizzle
2022-05-14,2.9,27.9,24.5,5.9,drizzle
2022-05-15,6.8,27.4,23.8,4.6,drizzle
2022-05-16,1.4,28.9,23.9,5.8,drizzle
2022-05-17,1.7,28.8,25.5,5.3,drizzle
2022-05-18,0.3,29.1,25.2,3.9,drizzle
2022-05-19,0.0,29.1,24.2,4.6,sun
